Name;ProgrammingLanguage;qualifiedName;location;Lines;CommentLines;BlankLines;PreprocessorLines;CodeLines;InactiveLines;ExecutableCodeLines;DeclarativeCodeLines;ExecutionStatements;DeclarationStatements;RatioComment/Code;Units;containedClasses;containedFunctions;usesSourceFiles;usedbySourceFiles;
Dispatcher.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.dispatch.Dispatcher;pytorch-master/pytorch-master/aten/src/ATen/core/dispatch/Dispatcher.cpp; 285;  22; 49;3;  211; 0;107;63;93;97;0.10;21;['final'];['addListener', 'callOnOperatorDeregistered', 'callOnOperatorRegistered', 'addRegistrationListener', 'checkInvariants', 'checkSchemaCompatibility', 'cleanup', 'deregisterDef_', 'deregisterFallback_', 'deregisterImpl_', 'Dispatcher', 'findOp', 'findOrRegisterName_', 'findSchema', 'findSchemaOrThrow', 'registerDef', 'registerFallback', 'registerImpl', 'singleton', '~Dispatcher', '~OpRegistrationListener'];[];[];
Dispatcher.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.dispatch.Dispatcher;pytorch-master/pytorch-master/aten/src/ATen/core/dispatch/Dispatcher.h; 305;  107; 55;7;  139; 0;0;0;0;0;0.77;0;[];[];[];[];
DispatchKeyExtractor.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.dispatch.DispatchKeyExtractor;pytorch-master/pytorch-master/aten/src/ATen/core/dispatch/DispatchKeyExtractor.h; 182;  68; 21;7;  86; 0;0;0;0;0;0.79;0;[];[];[];[];
DispatchTable.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.dispatch.DispatchTable;pytorch-master/pytorch-master/aten/src/ATen/core/dispatch/DispatchTable.cpp; 27;  1; 5;2;  20; 0;11;7;13;5;0.05;2;[];['dumpState', 'dumpState'];[];[];
DispatchTable.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.dispatch.DispatchTable;pytorch-master/pytorch-master/aten/src/ATen/core/dispatch/DispatchTable.h; 222;  38; 31;17;  137; 0;0;0;0;0;0.28;0;[];[];[];[];
OperatorEntry.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.dispatch.OperatorEntry;pytorch-master/pytorch-master/aten/src/ATen/core/dispatch/OperatorEntry.h; 142;  60; 21;5;  57; 0;0;0;0;0;1.05;0;[];[];[];[];
OperatorOptions.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.dispatch.OperatorOptions;pytorch-master/pytorch-master/aten/src/ATen/core/dispatch/OperatorOptions.h; 30;  3; 5;4;  19; 1;0;0;0;0;0.16;0;[];[];[];[];
RegistrationHandleRAII.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.dispatch.RegistrationHandleRAII;pytorch-master/pytorch-master/aten/src/ATen/core/dispatch/RegistrationHandleRAII.h; 36;  0; 9;2;  25; 0;0;0;0;0;0.00;0;[];[];[];[];
Formatting.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.Formatting;pytorch-master/pytorch-master/aten/src/ATen/core/Formatting.cpp; 289;  2; 11;7;  269; 0;176;56;154;53;0.01;11;[];['__printFormat', '__printIndent', '__printMatrix', 'printScale', '__printTensor', 'defaultfloat', 'operator<<', 'print', 'operator<<', 'FormatGuard', '~FormatGuard'];[];[];
Formatting.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.Formatting;pytorch-master/pytorch-master/aten/src/ATen/core/Formatting.h; 29;  0; 6;4;  19; 0;0;0;0;0;0.00;0;[];[];[];[];
function.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.function;pytorch-master/pytorch-master/aten/src/ATen/core/function.h; 64;  7; 21;5;  33; 0;0;0;0;0;0.21;0;[];[];[];[];
function_schema.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.function_schema;pytorch-master/pytorch-master/aten/src/ATen/core/function_schema.h; 412;  50; 41;10;  313; 0;0;0;0;0;0.16;0;[];[];[];[];
function_schema_inl.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.function_schema_inl;pytorch-master/pytorch-master/aten/src/ATen/core/function_schema_inl.h; 335;  24; 20;1;  291; 0;0;0;0;0;0.08;0;[];[];[];[];
functional.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.functional;pytorch-master/pytorch-master/aten/src/ATen/core/functional.h; 54;  11; 8;3;  33; 0;0;0;0;0;0.33;0;[];[];[];[];
grad_mode.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.grad_mode;pytorch-master/pytorch-master/aten/src/ATen/core/grad_mode.cpp; 35;  5; 8;5;  9; 10;3;5;2;4;0.56;2;[];['is_enabled', 'set_enabled'];[];[];
grad_mode.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.grad_mode;pytorch-master/pytorch-master/aten/src/ATen/core/grad_mode.h; 30;  5; 6;2;  18; 0;0;0;0;0;0.28;0;[];[];[];[];
interned_strings.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.interned_strings;pytorch-master/pytorch-master/aten/src/ATen/core/interned_strings.cpp; 125;  9; 18;20;  79; 0;42;24;5035;23;0.11;14;[];['globalStrings', 'domain_prefix', 'domainString', 'fromDomainAndUnqualString', 'fromQualString', 'ns', 'toDisplayString', 'toQualString', 'toUnqualString', '_symbol', 'customString', 'ns', 'string', 'symbol'];[];[];
interned_strings_class.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.interned_strings_class;pytorch-master/pytorch-master/aten/src/ATen/core/interned_strings_class.h; 36;  2; 6;10;  19; 0;0;16;0;16;0.11;0;[];['_symbol', 'customString', 'InternedStrings', 'ns', 'symbol'];[];[];
ivalue.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.ivalue;pytorch-master/pytorch-master/aten/src/ATen/core/ivalue.cpp; 423;  17; 34;7;  367; 0;238;100;209;92;0.05;22;[];['CompareKeys', 'checkCustomClassType', 'operator<<', 'printDict', 'printList', 'printMaybeAnnotatedDict', 'printMaybeAnnotatedList', 'dump', 'getCustomClassTypeMap', 'getSubValues', 'overlaps', 'repr', 'type', 'create', 'getAttr', 'name', 'resizeObject', 'setAttr', 'type', 'unsafeRemoveAttr', 'StrongTypePtr', 'type'];[];[];
ivalue.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.ivalue;pytorch-master/pytorch-master/aten/src/ATen/core/ivalue.h; 742;  136; 95;30;  485; 0;0;0;0;0;0.28;0;[];[];[];[];
jit_type.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.jit_type;pytorch-master/pytorch-master/aten/src/ATen/core/jit_type.h; 1997;  226; 237;43;  1521; 0;0;0;0;0;0.15;0;[];[];[];[];
LegacyDeviceTypeInit.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.LegacyDeviceTypeInit;pytorch-master/pytorch-master/aten/src/ATen/core/LegacyDeviceTypeInit.cpp; 23;  0; 4;1;  18; 0;6;6;4;9;0.00;2;[];['getLegacyDeviceTypeInit', 'RegistryName'];[];[];
LegacyDeviceTypeInit.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.LegacyDeviceTypeInit;pytorch-master/pytorch-master/aten/src/ATen/core/LegacyDeviceTypeInit.h; 37;  3; 8;7;  20; 0;0;0;0;0;0.15;0;[];[];[];[];
LegacyTypeDispatch.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.LegacyTypeDispatch;pytorch-master/pytorch-master/aten/src/ATen/core/LegacyTypeDispatch.h; 92;  44; 9;8;  32; 0;0;0;0;0;1.38;0;[];[];[];[];
List.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.List;pytorch-master/pytorch-master/aten/src/ATen/core/List.h; 453;  159; 89;9;  196; 0;0;0;0;0;0.81;0;[];[];[];[];
List_inl.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.List_inl;pytorch-master/pytorch-master/aten/src/ATen/core/List_inl.h; 309;  5; 51;3;  251; 0;0;0;0;0;0.02;0;[];[];[];[];
Macros.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.Macros;pytorch-master/pytorch-master/aten/src/ATen/core/Macros.h; 2;  0; 0;2;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
MT19937RNGEngine.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.MT19937RNGEngine;pytorch-master/pytorch-master/aten/src/ATen/core/MT19937RNGEngine.h; 194;  78; 26;10;  81; 0;0;0;0;0;0.96;0;[];[];[];[];
NamedTensor.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.NamedTensor;pytorch-master/pytorch-master/aten/src/ATen/core/NamedTensor.cpp; 145;  5; 23;3;  117; 0;57;30;50;31;0.04;17;[];['check_unique_names', 'get_named_tensor_meta', 'get_named_tensor_meta', 'check_names_valid_for', 'check_names_valid_for', 'default_names', 'check_names_valid_for', 'get_names', 'get_opt_names', 'has_names', 'internal_set_names_inplace', 'internal_set_names_inplace', 'internal_set_names_inplace', 'internal_set_names_inplace', 'has_names', 'is_enabled', 'set_enabled'];[];[];
infer_schema.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.op_registration.infer_schema;pytorch-master/pytorch-master/aten/src/ATen/core/op_registration/infer_schema.cpp; 34;  1; 6;2;  25; 0;15;5;13;4;0.04;1;[];['findSchemaDifferences'];[];[];
infer_schema.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.op_registration.infer_schema;pytorch-master/pytorch-master/aten/src/ATen/core/op_registration/infer_schema.h; 170;  29; 29;4;  108; 0;0;0;0;0;0.27;0;[];[];[];[];
op_registration.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.op_registration.op_registration;pytorch-master/pytorch-master/aten/src/ATen/core/op_registration/op_registration.cpp; 181;  11; 33;4;  133; 0;86;44;60;35;0.08;12;[];['def', 'def', 'fallback', 'impl', 'Module', 'Module', 'schema', 'CppFunction', 'checkNoDuplicateKernels_', 'checkSchemaAndRegisterOp_', 'inferSchemaFromKernels_', 'registerOp_'];[];[];
op_registration_test.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.op_registration.op_registration_test;pytorch-master/pytorch-master/aten/src/ATen/core/op_registration/op_registration_test.cpp; 1501;  131; 232;8;  1168; 0;667;598;314;1017;0.11;105;[];['autograd_kernel', 'backend_fallback_kernel', 'List', 'List', 'optional', 'optional', 'dummy_fn', 'expectListEquals', 'expectListEquals', 'makeDeeplyNestedObject', 'nonautograd_kernel', 'stackBasedKernel', 'tuple', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'TEST', 'testArgTypes', 'testArgTypes', 'testArgTypes', 'testArgTypes', 'testArgTypes', 'testArgTypes', 'testArgTypes', 'testArgTypes', 'testArgTypes', 'testArgTypes', 'testArgTypes', 'testArgTypes', 'testArgTypes', 'test', 'test', 'test', 'test', 'test_', 'ArgTypeTestKernel', 'MockKernel', 'operator', 'operator', 'operator', 'operator', 'onOperatorDeregistered', 'onOperatorRegistered'];[];[];
operator_name.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.operator_name;pytorch-master/pytorch-master/aten/src/ATen/core/operator_name.cpp; 21;  0; 5;2;  14; 0;7;4;7;3;0.00;2;[];['operator<<', 'toString'];[];[];
operator_name.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.operator_name;pytorch-master/pytorch-master/aten/src/ATen/core/operator_name.h; 48;  4; 9;5;  31; 0;0;0;0;0;0.13;0;[];[];[];[];
PhiloxRNGEngine.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.PhiloxRNGEngine;pytorch-master/pytorch-master/aten/src/ATen/core/PhiloxRNGEngine.h; 203;  54; 21;17;  111; 3;73;38;66;33;0.49;6;['philox_engine'];['incr', 'incr_n', 'mulhilo32', 'operator', 'philox_engine', 'single_round'];[];[];
qualified_name.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.qualified_name;pytorch-master/pytorch-master/aten/src/ATen/core/qualified_name.h; 160;  20; 25;5;  114; 0;0;0;0;0;0.18;0;[];[];[];[];
Range.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.Range;pytorch-master/pytorch-master/aten/src/ATen/core/Range.cpp; 12;  1; 4;2;  6; 0;2;3;2;2;0.17;1;[];['operator<<'];[];[];
Reduction.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.Reduction;pytorch-master/pytorch-master/aten/src/ATen/core/Reduction.h; 16;  8; 2;1;  10; 0;0;0;0;0;0.80;0;[];[];[];[];
register_symbols.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.register_symbols;pytorch-master/pytorch-master/aten/src/ATen/core/register_symbols.cpp; 38;  8; 8;3;  21; 0;7;15;2;10;0.38;1;[];['InternedStrings'];[];[];
rref_interface.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.rref_interface;pytorch-master/pytorch-master/aten/src/ATen/core/rref_interface.h; 40;  9; 11;2;  18; 0;0;0;0;0;0.50;0;[];[];[];[];
ScalarType.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.ScalarType;pytorch-master/pytorch-master/aten/src/ATen/core/ScalarType.h; 1;  0; 0;1;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
stack.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.stack;pytorch-master/pytorch-master/aten/src/ATen/core/stack.h; 135;  32; 15;2;  88; 0;0;0;0;0;0.36;0;[];[];[];[];
Tensor.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.Tensor;pytorch-master/pytorch-master/aten/src/ATen/core/Tensor.cpp; 82;  5; 15;4;  59; 0;24;14;25;13;0.08;11;[];['_base', '_register_hook', 'enforce_invariants', 'grad_fn', 'is_view', 'name', 'print', 'remove_hook', 'tensor_data', 'toString', 'variable_data'];[];[];
TensorAccessor.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.TensorAccessor;pytorch-master/pytorch-master/aten/src/ATen/core/TensorAccessor.h; 232;  25; 31;9;  164; 4;27;106;24;56;0.15;27;['GenericPackedTensorAccessor', 'GenericPackedTensorAccessor', 'GenericPackedTensorAccessorBase', 'TensorAccessor', 'TensorAccessor', 'TensorAccessorBase'];['GenericPackedTensorAccessor', 'GenericPackedTensorAccessor', 'GenericPackedTensorAccessor', 'GenericPackedTensorAccessor', 'operator[]', 'operator[]', 'operator[]', 'operator[]', 'data', 'data', 'GenericPackedTensorAccessorBase', 'GenericPackedTensorAccessorBase', 'size', 'stride', 'operator[]', 'operator[]', 'operator[]', 'operator[]', 'TensorAccessor', 'TensorAccessor', 'data', 'data', 'size', 'sizes', 'stride', 'strides', 'TensorAccessorBase'];[];[];
TensorImpl_test.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.TensorImpl_test;pytorch-master/pytorch-master/aten/src/ATen/core/TensorImpl_test.cpp; 7;  0; 1;2;  4; 0;1;2;1;2;0.00;1;[];['TEST'];[];[];
type.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.type;pytorch-master/pytorch-master/aten/src/ATen/core/type.cpp; 1040;  54; 82;10;  905; 0;535;276;469;191;0.06;75;[];['compatible_optional', 'compatible_varying_shape', 'containsAny', 'operator<<', 'VaryingShape', 'checkNoAny', 'elementTypeCanBeInferredFromMembers', 'is_module', 'isSubtypeOfExt', 'matchTypeVariables', 'merge', 'operator<<', 'tryEvalTypeVariables', 'typeKindToString', 'unifyTypeList', 'unifyTypes', 'get', 'get', 'get', 'get', 'get', 'get', 'addAttribute', 'addConstant', 'addMethod', 'checkNotExist', 'ClassType', 'compilation_unit', 'compilation_unit', 'create', 'findConstant', 'getConstant', 'getConstant', 'getMethod', 'isSubtypeOfExt', 'methods', 'refine', 'unsafeRemoveAttribute', 'unsafeRemoveConstant', 'unsafeRemoveMethod', 'get', 'get', 'FunctionType', 'get', 'addMethod', 'create', 'getMethod', 'InterfaceType', 'isSubtypeOfExt', 'get', 'get', 'isSubtypeOfExt', 'ofBools', 'ofFloats', 'ofInts', 'ofStrings', 'ofTensors', 'get', 'get', 'ofTensor', 'get', 'get', 'get', 'get', 'get', 'isCompatibleWithInCurrentExecutionContext', 'isSubtypeOfExt', 'merge', 'str', 'createNamed', 'isSubtypeOfExt', 'operator==', 'python_str', 'str', 'TupleType'];[];[];
UndefinedTensorImpl.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.UndefinedTensorImpl;pytorch-master/pytorch-master/aten/src/ATen/core/UndefinedTensorImpl.h; 1;  0; 0;1;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
UnsafeFromTH.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.UnsafeFromTH;pytorch-master/pytorch-master/aten/src/ATen/core/UnsafeFromTH.h; 20;  0; 4;1;  15; 0;0;0;0;0;0.00;0;[];[];[];[];
VariableFallbackKernel.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.core.VariableFallbackKernel;pytorch-master/pytorch-master/aten/src/ATen/core/VariableFallbackKernel.cpp; 74;  15; 7;5;  16; 31;7;8;8;9;0.94;1;[];['variable_fallback_kernel'];[];[];
VariableHooksInterface.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.VariableHooksInterface;pytorch-master/pytorch-master/aten/src/ATen/core/VariableHooksInterface.h; 62;  27; 10;3;  24; 0;2;20;1;19;1.13;1;[];['GetVariableHooks', 'SetVariableHooks', '_register_hook', 'base', 'grad_fn', 'is_view', 'name', 'remove_hook', 'tensor_data', 'variable_data', '~VariableHooksInterface', 'VariableHooksRegisterer'];[];[];
Variadic.h;C++;pytorch-master.pytorch-master.aten.src.ATen.core.Variadic;pytorch-master/pytorch-master/aten/src/ATen/core/Variadic.h; 76;  23; 11;6;  37; 0;0;0;0;0;0.62;0;[];[];[];[];
cpp_custom_type_hack.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cpp_custom_type_hack;pytorch-master/pytorch-master/aten/src/ATen/cpp_custom_type_hack.h; 54;  16; 8;1;  31; 0;13;12;10;7;0.52;3;[];['cast', 'create', 'isa', 'data_ptr', 'get', 'scalar_type', 'storage'];[];[];
FlushDenormal.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cpu.FlushDenormal;pytorch-master/pytorch-master/aten/src/ATen/cpu/FlushDenormal.h; 14;  9; 3;0;  3; 0;0;3;0;3;3.00;0;[];['set_flush_denormal'];[];[];
functional.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cpu.vec256.functional;pytorch-master/pytorch-master/aten/src/ATen/cpu/vec256/functional.h; 139;  2; 8;2;  128; 0;69;63;52;62;0.02;5;[];['map2_reduce_all', 'map_reduce_all', 'reduce_all', 'vec_reduce_all', 'map2', 'store', 'set'];[];[];
intrinsics.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cpu.vec256.intrinsics;pytorch-master/pytorch-master/aten/src/ATen/cpu/vec256/intrinsics.h; 30;  1; 0;23;  0; 18;0;0;0;0;0.00;0;[];[];[];[];
vec256_base.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cpu.vec256.vec256_base;pytorch-master/pytorch-master/aten/src/ATen/cpu/vec256/vec256_base.h; 816;  94; 44;33;  621; 32;9;22;9;22;0.15;3;[];['Vec256', 'size', 'Vec256'];[];[];
vec256_complex_double.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cpu.vec256.vec256_complex_double;pytorch-master/pytorch-master/aten/src/ATen/cpu/vec256/vec256_complex_double.h; 432;  1; 4;10;  4; 416;0;0;0;0;0.25;0;[];[];[];[];
vec256_complex_float.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cpu.vec256.vec256_complex_float;pytorch-master/pytorch-master/aten/src/ATen/cpu/vec256/vec256_complex_float.h; 472;  1; 4;10;  4; 456;0;0;0;0;0.25;0;[];[];[];[];
vec256_float.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cpu.vec256.vec256_float;pytorch-master/pytorch-master/aten/src/ATen/cpu/vec256/vec256_float.h; 342;  1; 4;12;  4; 326;0;0;0;0;0.25;0;[];[];[];[];
vec256_int.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cpu.vec256.vec256_int;pytorch-master/pytorch-master/aten/src/ATen/cpu/vec256/vec256_int.h; 712;  2; 7;20;  5; 692;0;0;0;0;0.40;0;[];[];[];[];
vec256_qint.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cpu.vec256.vec256_qint;pytorch-master/pytorch-master/aten/src/ATen/cpu/vec256/vec256_qint.h; 1426;  31; 61;84;  388; 937;0;0;0;0;0.08;0;[];[];[];[];
CPUApplyUtils.h;C++;pytorch-master.pytorch-master.aten.src.ATen.CPUApplyUtils;pytorch-master/pytorch-master/aten/src/ATen/CPUApplyUtils.h; 439;  64; 45;6;  325; 0;203;102;134;65;0.20;26;[];['_all_equal_numel', '_all_equal_numel_error', '_apply_preamble', '_max_dim_tensors', 'apply_op', 'apply_op', 'collapse_dims', 'CPU_tensor_apply1', 'CPU_tensor_apply2', 'CPU_tensor_apply3', 'CPU_tensor_apply4', 'forward', 'forward', 'iterate', 'iterate', 'iterate_continue', 'iterate_continue', 'iterate_overflow', 'iterate_overflow', 'max_dim', 'max_dim', 'max_iterate_size', 'max_iterate_size', 'sort_strides', 'operator=', 'strided_tensor_iter', 'strided_tensor_iter', 'strided_tensor_iter', 'operator=', 'strided_tensor_iter_fixed', 'strided_tensor_iter_fixed', 'strided_tensor_iter_fixed', 'data', 'data_ptr', 'dim', 'ndimension', 'numel', 'permute', 'sizes', 'strides', 'vec', 'memset'];[];[];
CPUFixedAllocator.h;C++;pytorch-master.pytorch-master.aten.src.ATen.CPUFixedAllocator;pytorch-master/pytorch-master/aten/src/ATen/CPUFixedAllocator.h; 31;  4; 9;3;  15; 0;7;8;10;6;0.27;3;[];['cpu_fixed_free', 'cpu_fixed_malloc', 'cpu_fixed_realloc'];[];[];
CPUGenerator.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.CPUGenerator;pytorch-master/pytorch-master/aten/src/ATen/CPUGenerator.cpp; 176;  82; 22;3;  71; 0;31;30;23;31;1.15;21;[];['createCPUGenerator', 'getDefaultCPUGenerator', 'make64BitsFrom32Bits', 'engine_', 'next_double_normal_sample_', 'next_float_normal_sample_', 'clone', 'clone_impl', 'CPUGenerator', 'current_seed', 'device_type', 'engine', 'next_double_normal_sample', 'next_float_normal_sample', 'random', 'random64', 'seed', 'set_current_seed', 'set_engine', 'set_next_double_normal_sample', 'set_next_float_normal_sample'];[];[];
ATenCUDAGeneral.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cuda.ATenCUDAGeneral;pytorch-master/pytorch-master/aten/src/ATen/cuda/ATenCUDAGeneral.h; 9;  1; 3;5;  0; 0;0;0;0;0;0.00;0;[];[];[];[];
CublasHandlePool.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.cuda.CublasHandlePool;pytorch-master/pytorch-master/aten/src/ATen/cuda/CublasHandlePool.cpp; 47;  13; 9;5;  22; 0;9;15;14;15;0.59;3;[];['createCublasHandle', 'destroyCublasHandle', 'getCurrentCUDABlasHandle'];[];[];
CUDABlas.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.cuda.CUDABlas;pytorch-master/pytorch-master/aten/src/ATen/cuda/CUDABlas.cpp; 349;  20; 27;44;  188; 74;88;58;143;40;0.11;10;[];['_cublasAdjustLdLevel2', '_cublasAdjustLdLevel3', '_cublasOpFromChar', '_cublasGetErrorEnum', 'gemm', 'gemm', 'gemm', 'gemv', 'gemv', 'gemv'];[];[];
CUDAContext.cpp;C++;pytorch-master.pytorch-master.aten.src.ATen.cuda.CUDAContext;pytorch-master/pytorch-master/aten/src/ATen/cuda/CUDAContext.cpp; 60;  8; 13;6;  36; 0;15;18;20;17;0.22;6;[];['getCUDADeviceAllocator', 'getCurrentDeviceProperties', 'getDeviceProperties', 'initCUDAContextVectors', 'initDeviceProperty', 'warp_size'];[];[];
CUDAContext.h;C++;pytorch-master.pytorch-master.aten.src.ATen.cuda.CUDAContext;pytorch-master/pytorch-master/aten/src/ATen/cuda/CUDAContext.h; 69;  31; 14;10;  16; 0;2;12;2;10;1.94;2;[];['getCUDADeviceAllocator', 'getCurrentCUDABlasHandle', 'getCurrentCUDASparseHandle', 'getCurrentDeviceProperties', 'getDeviceProperties', 'getNumGPUs', 'is_available', 'warp_size'];[];[];
